Date,SPY,TLT,GLD,corr_spy_tlt,corr_spy_gld
2005-02-15 00:00:00-05:00,0.0037212886193079,-0.0050624043953038,0.0007048653790649,,
2005-02-16 00:00:00-05:00,0.0006606883186653,-0.0037871447675196,-0.0014101382284351,,
2005-02-17 00:00:00-05:00,-0.0081184749176719,-0.0063058030722871,0.0049266747034087,,
2005-02-18 00:00:00-05:00,0.0013303548538419,-0.0089838972424928,0.0004679564397698,,
2005-02-22 00:00:00-05:00,-0.0149798279776934,-0.0044132599320808,0.0189996377423175,,
2005-02-23 00:00:00-05:00,0.0071410810030813,0.0033118107938148,-0.0034487108457084,,
2005-02-24 00:00:00-05:00,0.0065919243967593,-0.0022067098355209,-0.0020748442692022,,
2005-02-25 00:00:00-05:00,0.0098484302281392,0.0048479386048422,0.0039156600844623,,
2005-02-28 00:00:00-05:00,-0.0066103669180933,-0.0108279994900905,0.0006893894267666,,
2005-03-01 00:00:00-05:00,0.0049618440691746,-0.000312331690809,-0.0071469481987246,,
2005-03-02 00:00:00-05:00,-0.0004953471526168,-0.0013384925920101,0.0006938540552079,,
2005-03-03 00:00:00-05:00,0.000412775404447,-0.000558296933997,-0.0064950071827204,,
2005-03-04 00:00:00-05:00,0.0123795648743186,0.0107749919711888,0.0094963038258569,,
2005-03-07 00:00:00-05:00,0.0004889608058876,0.0039689416575855,0.0020725430611827,,
2005-03-08 00:00:00-05:00,-0.0037529849283366,-0.009508273886785,0.0128001189611047,,
2005-03-09 00:00:00-05:00,-0.011180101020681,-0.0164668840895398,-0.0002271055460038,,
2005-03-10 00:00:00-05:00,0.002229511416092,0.0060810858566666,0.0040807198474174,,
2005-03-11 00:00:00-05:00,-0.007035464200479,-0.007324128474019,0.0051901174717784,,
2005-03-14 00:00:00-05:00,0.0062099720287461,0.0059757445784609,-0.009043731773192,,
2005-03-15 00:00:00-05:00,-0.0082887805298266,-0.0063142188962724,0.0006811804995409,,
2005-03-16 00:00:00-05:00,-0.0085265787620765,0.0060893393403027,0.0056580436613455,,
2005-03-17 00:00:00-05:00,0.0020127323224764,0.003254685494189,-0.0111200890011817,,
2005-03-18 00:00:00-05:00,-0.0029735065776574,-0.0062950567401689,0.0015961625907332,,
2005-03-21 00:00:00-05:00,-0.0037183090169759,-0.0028236433472439,-0.0183955346248596,,
2005-03-22 00:00:00-05:00,-0.0102126662233436,-0.0085181491896815,-0.0102636454544409,,
2005-03-23 00:00:00-05:00,0.0008544679756743,0.0047790455201477,-0.0054074037428054,,
2005-03-24 00:00:00-05:00,0.0011961775424352,0.0020415053236618,-0.0007074350055783,,
2005-03-28 00:00:00-05:00,0.0014501437585092,-0.006137061906626,0.0035323603275894,,
2005-03-29 00:00:00-05:00,-0.0066710878078352,0.0059097479388609,0.0004700460069094,,
2005-03-30 00:00:00-05:00,0.0140597484959351,0.0049743722719986,0.001174104535395,,
2005-03-31 00:00:00-05:00,-0.0018635169397003,0.0071903178381149,0.0049162941986322,,
2005-04-01 00:00:00-05:00,-0.0045025923120795,0.0033652847269347,-0.0046816744254826,,
2005-04-04 00:00:00-04:00,0.0017016465235012,-0.0002251937164568,-0.0051752033834876,,
2005-04-05 00:00:00-04:00,0.0047493958004054,-0.0025789796680118,0.0011785325043955,,
2005-04-06 00:00:00-04:00,0.0034630242316102,0.0034749584015614,0.0042313251025844,,
2005-04-07 00:00:00-04:00,0.0053814082099781,-0.0080898371644963,-0.0014084831613397,,
2005-04-08 00:00:00-04:00,-0.0104531295790552,0.0034914217953561,0.0028148959296923,,
2005-04-11 00:00:00-04:00,0.0007623619999869,0.0053814686307029,0.0021060065188701,,
2005-04-12 00:00:00-04:00,0.0051521511045896,0.0092388526360509,0.0014015740215325,,
2005-04-13 00:00:00-04:00,-0.0118644069205704,-0.0024407197855707,0.0013996123608867,,
2005-04-14 00:00:00-04:00,-0.0131297176450022,-0.0015565933782401,-0.0138483643124325,,
2005-04-15 00:00:00-04:00,-0.0140918795204437,0.013150447706455,0.0021249010358104,,
2005-04-18 00:00:00-04:00,0.0030610721928679,-0.0007694308497822,0.0068162703753327,,
2005-04-19 00:00:00-04:00,0.0079165892189959,0.0096219835727036,0.0137259377324858,,
2005-04-20 00:00:00-04:00,-0.0140484278775783,-0.0025054436990378,0.0027688699314186,,
2005-04-21 00:00:00-04:00,0.019233770519245,-0.0105271968525157,-0.0048505210887537,,
2005-04-22 00:00:00-04:00,-0.003800328277173,0.0083432628339579,0.0046200305675131,,
2005-04-25 00:00:00-04:00,0.0065552039558131,0.0029470194007732,0.0011516582685481,,
2005-04-26 00:00:00-04:00,-0.0097616585599194,-0.0015266723569917,0.0045935029666461,,
2005-04-27 00:00:00-04:00,0.0038986305773823,0.0034870771593416,-0.0101336340681121,,
2005-04-28 00:00:00-04:00,-0.0126172338752812,0.0073705819591385,-0.0046403972171374,,
2005-04-29 00:00:00-04:00,0.0134817080513441,-0.0017289336120593,0.0081065523339355,,
2005-05-02 00:00:00-04:00,0.0055997845424203,-0.000217704420746,-0.0109011263555479,,
2005-05-03 00:00:00-04:00,0.0017165953245997,0.0027117683202171,-0.0028024947683054,,
2005-05-04 00:00:00-04:00,0.0076885638952635,-0.008811681688961,0.003268814598599,,
